PRN             t(GNSS TIME)/s                 X/m                 Y/m                 Z/m               toe/s
C15             78000.00000000   24858500.37481689    3736041.67223100   12139120.28369573      24000.00000000
C15             78300.00000000   24444047.90095758    3850670.08550378   12919849.47282159      24300.00000000
C15             78600.00000000   24006306.15197743    3979436.86092451   13679271.60852206      24600.00000000
C15             78900.00000000   23546425.10144683    4123185.31202970   14416134.49486706      24900.00000000
C15             79200.00000000   23065615.95938845    4282689.54681835   15129223.13064273      25200.00000000
C15             79500.00000000   22565146.64984567    4458650.98004164   15817361.70555916      25500.00000000
C15             79800.00000000   22046337.07633020    4651695.13289479   16479415.53188676      25800.00000000
C15             80100.00000000   21510554.19353957    4862368.73270752   17114292.90840959      26100.00000000
C15             80400.00000000   20959206.90448198    5091137.12405819   17720946.91369552      26400.00000000
C15             80700.00000000   20393740.80281409    5338382.00152638   18298377.12580314      26700.00000000
C15             81000.00000000   19815632.78079331    5604399.47304386   18845631.26566441      27000.00000000
C15             81300.00000000   19226385.52375852    5889398.46151998   19361806.76150926      27300.00000000
C15             81600.00000000   18627521.91248691    6193499.45110154   19846052.23182617      27600.00000000
C15             81900.00000000   18020579.35512555    6516733.58308776   20297568.88448453      27900.00000000
C15             82200.00000000   17407104.07066187    6859042.10516303   20715611.82978029      28200.00000000
C15             82500.00000000   16788645.34607992    7220276.17623841   21099491.30530337      28500.00000000
C15             82800.00000000   16166749.78944488    7600197.02781196   21448573.81066640      28800.00000000
C15             83100.00000000   15542955.60116962    7998476.48137443   21762283.15027614      29100.00000000
C15             83400.00000000   14918786.88564125    8414697.82000573   22040101.38247495      29400.00000000
C15             83700.00000000   14295748.02522577    8848357.01093255   22281569.67352578      29700.00000000
C15             84000.00000000   13675318.13842407    9298864.27445560   22486289.05506324      30000.00000000
C15             84300.00000000   13058945.64362301    9765545.99331124   22653921.08378398      30300.00000000
C15             84600.00000000   12448042.94947515   10247646.95521008   22784188.40230119      30600.00000000
C15             84900.00000000   11843981.29244787   10744332.92000153   22876875.20024178      30900.00000000
C15             85200.00000000   11248085.74151265   11254693.50165160   22931827.57481907      31200.00000000
C15             85500.00000000   10661630.38929687   11777745.35399779   22948953.79026958      31500.00000000
C15             85800.00000000   10085833.74829884   12312435.64806266   22928224.43569926      31800.00000000
C15             86100.00000000    9521854.36997271   12857645.82757230   22869672.48104139      32100.00000000
C15             86400.00000000    8970786.70362862   13412195.62824103   22773393.23098702      32400.00000000
C16                 0.00000000  -17112343.20415701   38635877.38362601    -743586.76059968          0.00000000
C16               300.00000000  -16751812.37145418   38801266.98945767      10141.98263076        300.00000000
C16               600.00000000  -16384445.35001864   38950859.57856396     763865.99854657        600.00000000
C16               900.00000000  -16010938.64490481   39084372.38058123    1517227.07616200        900.00000000
C16              1200.00000000  -15632000.40734298   39201553.24831815    2269867.19959653       1200.00000000
C16              1500.00000000  -15248349.08798901   39302181.13544516    3021428.71463917       1500.00000000
C16              1800.00000000  -14860712.07070992   39386066.51509186    3771554.49510745       1800.00000000
C16              2100.00000000  -14469823.80474616   39453052.08392929    4519887.37947975       1500.00000000
C16              2400.00000000  -14076426.33621322   39503011.68548911    5266073.24384920       1200.00000000
C16              2700.00000000  -13681265.02458934   39535852.59667052    6009756.82895016        900.00000000
C16              3000.00000000  -13285089.02606562   39551514.34781059    6750584.77708216        600.00000000
C16              3300.00000000  -12888649.39853868   39549969.17174815    7488205.08480089        300.00000000
C16              3600.00000000  -12492697.67386738   39531222.05533861    8222267.26656683          0.00000000
C16              3900.00000000  -12097984.42926159   39495310.72877598    8952422.51769674        300.00000000
C16              4200.00000000  -11705257.86050564   39442305.59274394    9678323.87654898        600.00000000
C16              4500.00000000  -11315262.35971601   39372309.58353479   10399626.38587357        900.00000000
C16              4800.00000000  -10928737.10032390   39285457.97639162   11115987.25325888       1200.00000000
C16              5100.00000000  -10546414.63195933   39181918.12744626   11827066.01060522       1500.00000000
C16              5400.00000000  -10169019.48789631   39061889.15473957   12532524.67255965       1800.00000000
C16              5700.00000000   -9797266.28309950   38925601.95456558   13232027.25710983       1500.00000000
C16              6000.00000000   -9431860.44507964   38773317.18047985   13925242.48703915       1200.00000000
C16              6300.00000000   -9073493.75425725   38605327.11546872   14611840.13427034        900.00000000
C16              6600.00000000   -8722845.09550401   38421953.54080376   15291493.70509394        600.00000000
C16              6900.00000000   -8380578.65407874   38223547.51604076   15963879.96276451        300.00000000
C16              7200.00000000   -8047342.65260332   38010488.71110499   16628679.07829416          0.00000000
C16              7500.00000000   -7723768.11827832   37783184.68400451   17285574.77974261        300.00000000
C16              7800.00000000   -7410467.68267398   37542070.10553411   17934254.49993956        600.00000000
C16              8100.00000000   -7108034.41637141   37287605.93243194   18574409.52257451        900.00000000
C16              8400.00000000   -6817040.70066404   37020278.53054780   19205735.12659219       1200.00000000
C16              8700.00000000   -6538037.13845933   36740598.74967716   19827930.72882975       1500.00000000
C16              9000.00000000   -6271551.50644784   36449100.95180593   20440700.02483406       1800.00000000
C16              9300.00000000   -6018087.23646321   36146342.44944072   21043750.64714159       1500.00000000
C16              9600.00000000   -5778124.50716891   35832900.62630237   21636796.22845362       1200.00000000
C16              9900.00000000   -5552116.26477003   35509374.56661087   22219553.64455988        900.00000000
C16             10200.00000000   -5340489.39588506   35176382.09781544   22791745.07516857        600.00000000
C16             10500.00000000   -5143643.40748847   34834559.06900665   23353097.65335637        300.00000000
C16             10800.00000000   -4961949.66550675   34484558.14096124   23903343.59419714          0.00000000
C16             11100.00000000   -4795750.68678783   34127047.54407959   24442220.32115380        300.00000000
C16             11400.00000000   -4645359.48579558   33762709.80656367   24969470.59017543        600.00000000
C16             11700.00000000   -4511058.97728057   33392240.45523751   25484842.61144482        900.00000000
C16             12000.00000000   -4393101.43607053   33016346.69146728   25988090.16871991       1200.00000000
C16             12300.00000000   -4291708.01501871   32635746.04468435   26478972.73621535       1500.00000000
C16             12600.00000000   -4207068.32203814   32251165.00605803   26957255.59297015       1800.00000000
C16             12900.00000000   -4139339.41089767   31863338.08219949   27422709.56189312       1500.00000000
C16             13200.00000000   -4088648.05844224   31473004.64011696   27875112.61809957       1200.00000000
C16             13500.00000000   -4055086.66118892   31080910.14419879   28314247.73489282        900.00000000
C16             13800.00000000   -4038715.62553843   30687802.96334451   28739904.50210795        600.00000000
